tract2010,AGENCY,APPLIANCE,ATF,Abandoned Vehicle,Adopt-A-Basket,Advocate - Levy,Advocate - Lien,Advocate-Business Tax,Advocate-Commercial Exemptions,Advocate-Foreclosure,Advocate-Personal Exemptions,Air Quality,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Animal-Abuse,Appliance,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Borough Office,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building Marshals office,Building/Use,Bus Stop Shelter Complaint,Bus Stop Shelter Placement,Calorie Labeling,City Vehicle Placard Complaint,Collection Truck Noise,Construction,Construction Lead Dust,Construction Safety Enforcement,Consumer Complaint,Cooling Tower,Cranes and Derricks,Curb Condition,DEP Sidewalk Condition,DEP Street Condition,DOF Property - Payment Issue,DOF Property - Reduction Issue,DOOR/WINDOW,DPR Internal,DRIE,DSNY Spillage,Damaged Tree,Day Care,Dead/Dying Tree,Dept of Investigations,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Dispatched Taxi Complaint,Dispatched Taxi Compliment,Drinking,Drinking Water,Drug Activity,ELECTRIC,ELEVATOR,Electric,Electrical,Electronics Waste,Electronics Waste Appointment,Elevator,Emergency Response Team (ERT),Employee Behavior,Executive Inspections,FATF,FCST,FHV Licensee Complaint,FLOORING/STAIRS,Facades,Ferry Complaint,Ferry Inquiry,Ferry Permit,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Foam Ban Enforcement,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Forensic Engineering,Found Property,GENERAL,Gas Station Discharge Lines,General,General Construction/Plumbing,Graffiti,Green Taxi Complaint,Green Taxi Report,HEAT/HOT WATER,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Highway Condition,Highway Sign - Damaged,Highway Sign - Dangling,Highway Sign - Missing,Homebound Evacuation 4,Homeless Encampment,Homeless Person Assistance,Illegal Animal - Sold/Kept,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Injured Wildlife,Interior Demo,Internal Code,Investigations and Discipline (IAD),Lead,Legal Services Provider Complaint,Lifeguard,LinkNYC,Litter Basket / Request,Lost Property,MSOTHER,Maintenance or Facility,Miscellaneous Categories,Missed Collection,Missed Collection (All Materials),Mobile Food Vendor,Mold,Mosquitoes,Municipal Parking Facility,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Outside Building,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Peeling Paint,Pet Shop,Plant,Plumbing,Poison Ivy,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Quality of Life,Radioactive Material,Rangehood,Recycling Enforcement,Request Changes - A.S.P.,Request Large Bulky Item Collection,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SRDE,Safety,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Sidewalk Condition,Single Occupancy Bathroom,Smoking,Snow,Snow Removal,Special Enforcement,Special Natural Area District (SNAD),Special Operations,Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sustainability Enforcement,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Compliment,Taxi Licensee Complaint,Taxi Report,Taxpayer Advocate Inquiry,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,UNSANITARY CONDITION,Unleashed Dog,Unlicensed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Condition,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Leak,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment,ZSYSTEST,ZTESTINT
36047023000,0,6,0,9,0,0,0,0,0,0,0,7,1,0,0,1,0,2,4,0,1,0,167,0,7,0,0,2,9,0,0,8,1,0,0,0,0,0,0,7,8,0,0,12,0,0,6,0,19,0,2,0,19,0,7,0,2,29,69,19,0,0,0,1,0,0,17,0,0,1,0,12,2,4,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,9,0,0,27,29,0,0,74,1,3,0,1,0,0,0,0,0,3,0,0,0,0,132,5,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,155,0,0,0,0,4,25,5,1,0,1,41,13,11,14,0,0,0,8,0,1,0,13,27,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,262,0,11,3,6,0,0,88,1,1,0,56,32,0,0,3,0,0,0,0,1,0,0,0,0,83,74,4,3,6,0,0,7,0,0,2,0,0,0,0,3,85,0,0,53,0,0,0,0,2,0,1,0,0,2,0,22,8,0,0,43,0,0,0,0
36047023100,0,31,0,8,0,0,0,0,0,0,0,13,13,0,1,3,0,12,3,0,0,0,156,1,8,0,0,0,1,0,6,16,2,0,0,0,0,0,2,26,9,0,0,11,0,0,4,0,112,0,0,0,40,0,10,0,5,16,9,70,0,0,0,0,1,1,56,7,0,4,18,21,108,28,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,9,1,12,1,0,1,53,0,2,126,47,0,0,553,0,2,0,0,0,0,0,0,7,34,0,0,0,0,139,5,27,2,1,0,0,0,1,33,0,0,0,10,1,0,2,4,0,69,0,2,0,0,29,132,69,1,0,0,466,319,58,14,0,7,0,17,0,0,0,17,95,96,0,0,0,0,14,0,1,0,0,0,0,0,0,0,3,0,249,0,85,11,30,0,0,60,0,1,0,28,47,0,6,17,0,0,0,0,7,0,0,0,4,52,43,8,3,4,12,0,2,0,0,5,0,0,2,0,1,22,0,0,161,2,0,0,1,6,0,0,0,10,0,1,112,1,0,8,69,0,0,0,0
36047023200,0,15,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,1,7,0,6,0,87,3,8,0,0,14,48,0,1,33,0,0,0,0,1,0,0,15,8,0,0,16,0,0,14,0,14,0,1,0,65,0,9,0,6,17,21,31,0,0,0,0,0,1,44,0,0,5,0,10,5,8,0,1,0,0,0,28,0,0,1,0,0,0,0,0,0,8,0,3,2,0,0,26,0,0,111,31,0,0,204,0,2,0,0,0,0,0,0,1,2,0,0,0,0,317,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,303,0,0,1,0,19,41,4,2,1,1,119,13,16,3,1,0,0,22,0,0,0,37,43,51,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,276,0,45,13,6,0,0,66,2,3,0,79,60,0,0,7,2,0,0,0,4,0,0,0,0,167,110,17,13,11,2,2,8,0,0,2,0,0,0,0,8,111,0,0,44,0,0,0,0,0,0,1,0,0,2,0,20,6,0,0,207,0,0,0,0
36047023300,0,13,0,1,0,0,0,0,0,0,0,16,21,0,0,3,0,3,4,0,0,1,143,3,17,0,0,1,4,0,12,19,0,0,0,0,0,0,0,30,10,0,2,6,0,0,3,0,70,0,0,0,45,0,15,0,7,20,42,142,0,0,0,4,0,2,40,0,0,12,8,22,22,22,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,21,7,59,0,0,0,60,0,0,217,97,0,0,376,0,2,0,0,0,0,0,0,6,18,0,0,1,0,262,15,7,2,7,0,0,0,2,29,0,0,0,29,1,0,22,5,1,131,0,0,0,0,61,118,208,0,1,9,2892,159,65,9,1,1,0,15,0,1,0,11,39,39,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,341,3,179,5,13,0,0,153,1,0,0,35,81,0,2,16,0,0,0,0,6,0,0,0,2,104,108,3,2,4,16,0,1,0,0,18,0,0,5,0,2,51,0,0,137,2,0,0,1,2,0,3,0,11,0,3,38,6,0,2,62,0,0,0,0
36047023400,0,5,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,1,1,122,0,4,0,0,5,16,0,0,4,0,0,0,0,0,0,0,7,2,0,0,9,0,0,5,0,12,0,0,0,47,0,11,0,0,18,26,12,0,0,0,0,0,2,18,4,0,4,0,2,25,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,7,0,0,45,6,0,0,69,0,1,0,0,0,0,0,0,1,1,0,0,0,1,74,6,6,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,175,0,0,0,0,10,22,1,0,0,0,75,20,6,3,0,3,0,2,0,0,0,19,19,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,233,0,9,8,2,0,0,61,1,0,0,60,33,0,4,13,2,0,1,0,1,0,0,0,0,115,136,5,2,5,13,0,1,0,0,1,0,0,0,0,4,29,0,0,42,0,0,0,0,0,0,0,0,1,2,0,14,1,0,3,67,0,0,0,0
36047023500,0,12,0,1,0,0,0,0,0,0,0,5,5,0,0,3,0,4,6,0,0,0,131,2,11,0,0,0,0,0,1,16,1,0,0,0,0,0,0,23,12,0,2,5,0,0,15,0,39,0,2,0,10,0,9,0,0,55,48,56,0,0,0,1,0,4,21,1,0,8,6,18,10,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,2,23,1,0,0,71,0,0,100,88,0,0,438,0,0,0,0,0,0,0,0,3,11,0,0,0,0,425,9,2,4,1,0,1,0,0,17,0,0,0,7,1,0,4,5,0,93,0,0,1,0,30,107,224,2,1,18,304,185,84,15,0,1,0,26,0,1,0,5,42,40,0,0,0,0,9,0,0,0,0,0,1,0,0,0,8,0,159,0,149,1,7,0,1,66,1,8,0,32,32,0,0,9,0,0,0,0,5,0,0,0,0,100,49,14,1,2,7,0,0,0,1,9,0,0,1,0,2,41,0,0,77,0,0,0,1,10,1,0,0,4,0,12,36,2,0,1,72,0,0,0,0
36047023600,0,5,0,4,0,0,0,0,0,0,0,11,2,0,0,0,0,0,12,0,0,0,89,2,10,0,0,7,24,0,3,9,0,1,0,0,1,0,0,18,8,0,0,8,0,0,4,0,19,0,2,0,66,0,24,0,0,6,18,20,0,0,0,0,0,0,8,1,0,5,0,11,17,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,5,6,2,0,0,12,0,1,24,9,0,0,115,0,1,0,0,0,0,0,0,1,1,0,0,0,0,170,1,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,174,0,0,0,0,19,13,11,1,1,0,55,21,34,3,0,0,0,3,0,1,0,20,12,22,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,175,0,10,7,14,0,0,68,0,0,9,69,41,0,0,14,0,0,0,0,3,0,0,0,2,143,53,2,4,3,8,0,4,0,0,2,0,0,0,0,8,66,0,0,40,0,0,0,0,0,0,0,0,0,1,0,19,0,0,2,61,0,0,0,0
36047023800,0,10,0,3,0,0,0,0,0,0,0,7,5,0,0,3,0,0,7,0,1,1,130,2,7,0,0,13,14,0,2,11,0,0,0,0,0,0,0,8,2,0,1,6,0,0,12,0,17,0,0,0,45,0,20,0,4,17,18,43,0,0,0,0,0,0,3,0,0,3,0,14,13,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,6,2,4,1,0,0,15,0,0,36,4,0,0,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102,2,11,0,1,0,0,0,0,9,0,0,0,1,0,0,0,1,1,285,0,0,0,0,19,21,3,0,0,0,39,16,30,3,2,0,0,13,0,1,0,20,18,35,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,213,0,5,10,22,0,8,43,0,0,0,76,46,0,2,11,0,0,0,0,1,0,0,0,0,122,56,4,7,5,5,4,13,0,0,0,0,0,0,0,4,28,0,0,32,0,0,0,0,0,0,1,0,0,5,0,9,1,0,1,64,0,0,0,0
36047024000,0,6,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,188,0,1,0,0,1,3,0,3,15,0,0,0,0,0,0,0,1,2,0,1,14,0,0,10,0,32,1,4,0,33,1,18,0,3,22,27,50,0,0,0,0,0,1,3,12,0,0,0,9,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,9,0,0,59,29,0,0,100,0,0,0,0,0,0,0,0,12,11,0,0,0,0,86,2,3,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,222,0,1,0,0,30,5,2,0,1,0,55,7,5,2,0,0,0,4,0,0,0,11,57,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,178,0,13,10,6,0,0,26,0,0,0,49,34,0,1,13,0,0,0,0,0,0,0,0,0,57,36,7,2,4,6,0,8,0,0,1,0,0,2,0,0,43,0,0,50,0,0,0,0,1,1,1,0,1,2,0,16,0,0,0,73,0,0,0,0
36047024100,0,6,0,4,0,0,0,0,0,0,0,20,22,0,0,6,0,4,3,0,0,3,158,1,15,0,0,0,2,0,2,34,2,0,0,0,0,0,0,16,45,0,4,14,0,0,3,0,31,0,0,0,19,1,8,0,2,28,36,196,0,0,0,4,0,0,19,4,0,20,4,10,8,32,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,18,1,32,0,0,0,21,0,0,173,108,0,0,163,0,7,0,0,0,0,0,0,5,25,0,0,0,0,791,20,11,1,2,0,0,0,1,21,0,0,0,14,0,0,1,3,1,86,1,0,0,0,33,279,235,0,23,9,391,167,92,27,1,2,0,56,0,3,1,4,45,34,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,130,0,204,1,7,0,0,281,2,8,0,32,148,0,1,28,0,0,0,1,12,0,0,0,2,150,138,33,3,19,8,0,1,0,0,9,0,0,5,0,18,63,0,0,54,2,0,0,3,1,1,2,0,5,1,0,49,5,0,6,26,0,0,0,0
36047024200,0,1,0,7,0,0,0,0,0,0,0,3,4,0,0,1,0,1,9,0,0,0,93,1,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,4,0,0,6,0,0,6,0,1,0,0,0,24,0,3,0,0,43,36,40,0,0,0,1,0,0,1,0,0,2,0,15,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,2,0,0,36,20,0,0,12,0,1,0,0,0,0,0,0,7,5,0,0,0,0,265,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,182,0,0,0,0,29,11,2,0,0,0,14,3,5,7,0,0,0,4,0,0,0,18,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175,0,11,4,0,0,0,84,0,0,0,34,30,0,0,3,0,0,1,0,1,0,0,0,1,85,72,6,3,8,31,3,2,0,0,0,0,0,1,0,0,135,0,0,4,0,0,0,1,0,0,1,0,0,15,0,0,1,0,0,74,0,0,0,0
36047024300,0,14,0,5,1,0,0,0,0,0,0,10,15,0,0,3,0,2,4,1,0,0,118,3,9,0,0,0,0,0,2,25,2,0,0,0,0,0,1,28,11,0,1,2,0,0,4,0,28,0,2,0,32,1,3,0,9,24,34,126,0,0,0,1,0,3,20,0,0,2,26,23,5,29,0,1,0,0,0,38,0,0,0,0,0,2,0,0,0,9,0,15,0,0,0,29,0,0,154,61,0,0,286,0,8,0,0,0,0,0,0,2,25,0,0,0,1,139,4,9,12,2,0,0,0,0,31,0,0,0,2,0,0,0,7,0,119,0,0,1,0,40,226,48,0,0,0,608,259,35,9,1,3,0,17,0,0,0,11,76,73,1,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,320,0,228,7,12,0,0,134,0,0,1,36,91,0,9,19,0,0,0,0,15,0,0,0,3,80,63,2,4,2,9,1,1,0,0,11,0,0,0,0,0,20,0,0,146,0,0,0,5,1,1,1,0,5,1,0,75,6,0,1,60,0,0,0,0
36047024400,0,2,0,9,0,0,1,0,0,0,0,10,3,0,0,0,0,2,2,0,0,0,216,0,8,0,0,0,1,0,5,56,1,1,0,0,0,0,0,10,7,0,0,20,0,0,4,0,18,0,1,0,58,0,6,0,9,27,21,28,0,0,0,0,0,2,4,0,0,1,0,17,0,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,2,0,0,3,0,0,61,20,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,275,5,3,0,2,0,0,0,1,6,0,0,0,3,0,0,3,2,0,161,0,0,0,0,13,35,3,0,0,0,46,19,18,16,0,0,0,3,0,0,0,32,17,12,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,175,0,13,10,5,0,0,51,0,14,0,39,46,0,1,4,0,0,1,0,1,0,0,0,7,89,125,2,3,1,1,1,2,0,0,0,0,0,0,0,5,133,0,0,19,0,0,0,3,0,1,0,0,1,0,0,9,3,0,0,137,0,0,0,0
36047024500,0,14,0,24,0,0,0,0,0,0,0,20,16,0,0,2,0,8,9,0,0,0,96,1,4,0,0,0,2,0,11,28,3,0,0,0,0,0,0,8,6,0,0,7,0,0,3,0,53,0,1,0,36,0,7,0,2,34,83,102,0,0,0,1,0,5,42,0,0,6,32,52,2,3,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,11,2,11,0,0,0,42,0,0,180,95,0,0,299,0,2,0,0,0,0,0,0,41,42,0,0,0,0,142,18,1,4,2,0,0,0,1,43,0,0,0,3,1,0,0,9,0,69,0,0,1,0,41,83,84,0,1,0,443,99,35,19,0,4,0,26,0,0,0,22,107,65,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,328,0,234,8,13,0,0,191,1,0,0,25,43,0,6,17,0,0,0,0,16,0,0,0,2,86,97,4,4,2,8,1,0,0,0,10,0,0,2,0,3,26,0,0,136,4,0,0,7,0,0,2,0,8,3,0,57,4,0,3,55,0,0,0,0
36047024600,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,2,11,0,0,0,241,1,6,0,0,0,1,0,3,47,1,0,0,0,0,0,0,10,5,0,0,12,0,0,5,0,4,0,0,0,65,0,15,0,2,38,11,37,0,0,0,0,0,0,0,0,0,2,0,19,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,3,0,0,104,9,0,0,14,0,3,0,0,0,0,0,0,0,1,0,1,0,0,316,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,4,1,103,0,0,0,0,25,47,41,1,0,0,103,28,34,6,0,0,0,5,0,0,0,31,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,153,0,6,11,4,0,0,61,0,0,0,36,51,0,0,8,0,0,0,0,0,0,0,0,2,63,62,7,2,5,0,2,5,0,0,3,0,0,0,0,1,19,0,0,7,0,0,0,4,0,0,0,0,0,1,0,7,0,0,0,68,0,0,0,0
36047024700,0,19,0,2,0,0,0,0,0,0,0,21,5,0,0,0,0,2,7,0,0,2,41,1,3,0,0,4,47,0,7,11,4,0,0,0,0,0,0,14,51,0,1,3,0,0,1,0,48,0,1,0,19,0,4,0,3,23,40,137,0,0,0,0,0,6,34,0,0,13,10,17,10,10,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,45,15,7,0,0,0,37,0,0,79,76,0,0,303,0,5,0,0,0,0,0,0,43,93,0,0,10,0,257,9,9,9,0,0,0,0,3,10,0,0,1,2,3,0,3,2,2,69,2,1,0,0,26,66,172,0,2,2,160,161,35,12,8,2,0,40,0,0,0,13,62,88,3,0,1,0,13,0,0,0,0,0,0,0,0,0,3,0,129,0,143,2,26,0,0,158,1,1,0,25,66,0,3,18,0,0,0,0,10,0,0,0,3,80,75,21,4,10,2,2,1,0,0,9,0,0,1,0,4,20,0,0,108,0,0,1,4,0,0,2,0,9,17,0,38,4,0,1,81,0,0,0,0
36047024800,0,2,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,3,0,312,0,5,0,0,11,10,0,0,43,1,0,0,1,0,0,0,7,25,0,0,10,0,0,1,0,3,0,1,0,30,0,2,0,1,17,14,60,0,0,0,1,0,1,2,0,0,8,0,11,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,23,7,1,1,0,0,2,0,0,68,55,0,0,18,0,3,0,0,0,0,0,0,0,4,0,1,0,0,239,2,1,2,4,0,0,0,0,8,0,0,0,1,0,0,3,1,0,58,0,0,0,0,32,21,8,0,0,0,104,85,18,34,0,0,0,26,0,1,0,23,6,2,0,0,0,0,5,0,0,0,0,1,0,2,0,0,2,0,93,0,17,5,3,0,0,47,0,1,0,22,39,0,0,4,0,0,0,0,18,0,0,0,0,35,51,9,6,18,1,1,0,0,0,2,0,0,0,0,2,31,0,0,10,0,0,0,1,0,0,1,0,0,2,0,3,1,0,5,44,0,0,0,0
36047024900,0,34,0,1,0,0,0,0,0,0,0,12,7,0,0,1,0,8,1,0,0,0,101,5,13,1,0,1,3,0,7,33,0,0,0,0,0,0,0,4,12,0,1,7,0,0,5,0,112,0,0,0,52,0,14,0,2,12,34,103,0,0,0,1,0,4,65,2,0,4,28,36,4,11,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,14,3,7,0,0,0,57,0,0,117,87,0,0,541,0,1,0,0,0,0,0,0,27,72,0,0,0,1,85,16,12,0,2,0,0,0,0,45,0,0,0,3,0,0,2,7,0,89,0,0,2,0,45,103,214,1,1,0,418,283,47,12,1,3,0,21,0,0,0,35,139,143,0,0,0,0,20,1,1,0,0,0,0,14,0,0,3,0,334,0,163,19,27,0,0,112,4,0,0,37,37,0,1,23,0,0,0,0,16,0,0,0,1,124,62,3,1,2,0,2,0,0,0,5,0,0,0,0,0,10,0,0,179,1,0,0,0,2,1,2,0,0,2,0,80,9,0,2,121,0,0,0,0
36047025000,0,0,0,9,0,0,0,0,0,0,0,8,6,0,0,1,0,0,3,0,0,0,150,4,1,0,0,0,1,0,0,22,0,0,0,0,0,0,0,1,40,0,1,5,0,0,3,0,2,0,0,0,14,0,0,0,1,74,78,46,0,0,0,5,0,1,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,21,36,0,0,18,0,4,0,0,0,0,0,0,6,4,0,0,0,0,380,2,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,55,0,0,0,0,1,13,33,0,1,0,20,19,3,10,1,0,0,14,0,0,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,49,0,24,4,0,0,0,46,0,2,0,14,24,0,0,1,0,0,0,0,0,0,0,0,1,108,48,7,3,10,0,2,19,0,0,3,0,0,0,0,3,111,0,0,16,0,0,0,0,5,0,2,0,0,0,0,2,6,0,0,46,0,0,0,0
36047025100,0,27,0,9,1,0,0,0,0,0,0,7,16,0,0,3,0,2,1,0,0,0,147,4,8,0,0,1,0,0,1,22,0,0,0,0,0,0,0,26,9,0,0,4,0,0,4,0,123,0,0,0,9,0,1,0,3,11,57,56,0,0,0,1,0,1,67,0,0,9,9,18,1,6,0,1,0,0,0,71,0,0,0,0,0,0,0,0,0,20,3,7,0,0,0,72,0,0,51,60,0,0,275,0,0,0,0,0,0,0,0,1,4,0,0,0,0,68,2,2,13,0,0,0,0,2,8,0,0,0,0,1,0,14,2,0,53,0,1,2,0,29,44,70,1,0,3,516,261,42,4,0,2,0,5,0,0,0,3,127,165,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,187,0,65,1,21,0,0,106,2,1,0,39,36,0,2,7,0,0,0,0,8,0,0,0,3,50,66,1,1,0,9,0,0,0,0,8,0,0,2,0,1,34,0,0,202,6,0,0,6,3,0,1,0,0,0,1,127,6,0,0,115,0,0,0,0
36047025200,0,11,0,2,0,0,0,0,0,0,0,10,6,0,0,3,0,3,0,0,0,2,302,0,1,0,0,9,13,0,2,28,0,0,0,0,0,0,1,3,14,0,0,21,0,0,4,0,63,0,3,0,47,1,8,0,0,9,14,75,0,0,0,5,0,2,17,2,0,6,0,25,6,2,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,12,2,2,1,0,0,22,0,0,24,31,0,0,322,0,2,0,0,0,0,0,0,0,11,0,0,0,0,1066,4,3,0,1,0,0,0,0,16,0,0,0,5,0,0,0,2,0,97,0,1,1,0,22,46,8,0,7,0,242,12,10,9,3,1,0,10,0,1,0,18,55,34,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,134,0,33,9,18,0,2,52,0,0,0,48,53,0,1,5,0,0,0,0,8,0,0,0,3,67,96,9,5,12,0,0,6,0,0,3,0,0,1,0,2,18,0,0,74,1,0,0,0,1,0,1,0,1,3,0,32,1,0,1,99,0,0,0,0
36047025300,0,11,0,20,0,0,0,0,0,0,0,9,18,0,1,8,0,3,2,0,1,0,132,2,8,0,0,0,1,0,0,16,0,0,0,0,0,0,0,13,5,0,1,4,0,0,2,0,51,2,0,0,23,2,8,0,3,10,20,67,0,0,0,0,0,3,38,2,0,10,29,23,8,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,22,0,0,130,47,0,0,110,0,13,0,0,0,0,0,0,6,14,0,0,0,1,108,4,5,2,1,0,0,0,0,26,0,0,0,2,0,0,10,4,2,80,0,0,1,0,22,76,47,0,2,3,385,116,27,12,2,2,0,14,0,2,0,16,59,33,2,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,204,0,167,6,13,0,0,68,0,3,0,13,62,0,1,10,0,0,0,0,8,0,0,0,1,62,86,5,2,4,10,0,2,0,0,10,0,0,0,0,8,37,0,0,79,0,0,0,7,2,0,1,0,6,1,1,44,7,0,5,38,0,0,0,0
36047025400,0,1,0,7,0,0,0,0,0,0,0,5,8,0,0,2,0,3,1,0,0,0,259,5,6,0,0,2,7,0,1,45,0,0,0,0,0,0,0,5,10,0,0,14,0,0,7,0,3,0,0,0,23,0,8,0,4,39,19,34,0,0,0,1,0,2,9,0,0,5,0,24,5,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,5,0,0,97,49,0,0,100,1,0,0,0,0,0,0,0,1,3,0,1,0,0,432,7,0,0,2,0,0,0,1,5,0,0,0,6,0,0,0,1,0,69,0,0,0,0,27,18,37,0,1,0,91,13,5,10,0,0,0,8,0,1,0,19,10,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,105,0,17,5,2,0,0,38,0,0,0,18,33,0,0,17,0,0,0,0,25,0,0,0,6,25,72,5,1,3,0,0,0,0,0,1,0,0,0,0,1,23,0,0,18,4,0,0,0,0,0,1,0,1,0,0,4,0,0,0,47,0,0,0,0
36047025500,0,0,0,3,0,0,0,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,5,12,6,0,0,0,0,0,7,0,1,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,7,5,0,0,9,0,0,0,0,0,0,0,0,2,6,0,0,0,2,61,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,0,0,0,1,45,3,0,0,3,824,102,18,5,0,0,0,4,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,24,0,0,0,0,12,0,0,0,21,13,0,3,0,0,0,0,0,3,0,0,0,0,59,63,2,1,1,1,0,0,0,0,2,0,0,0,0,4,28,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
